(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ARMADOR ;MOED-20144 ;8,32;17,84;114,54;1,0000000;17,84;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;0,0011500;0,11;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;0,0011500;0,04;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;0,0007700;0,01;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;0,0042700;0,41;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;0,0042700;0,17;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;0,0028400;0,07;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;0,0037200;0,36;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;0,0037200;0,15;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;0,0024800;0,06;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;0,0032100;0,31;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;0,0032100;0,13;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;0,0021400;0,05;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;0,0027000;0,26;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;0,0027000;0,11;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;0,0018000;0,04;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;0,0021900;0,21;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;0,0021900;0,09;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;0,0014600;0,03;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
ENGENHEIRO/ ARQUITETO INTERMEDIÁRIO - PROJETO ;MOED-4332 ;97,15;97,15;114,54;0,0016600;0,16;
PROJETISTA CADISTA - PROJETO ;MOED-4714 ;42,04;42,04;114,54;0,0016600;0,06;
TÉCNICO NÍVEL MÉDIO ;MOED-4333 ;25,79;25,79;114,54;0,0011100;0,02;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
AUXILIAR DE ALMOXARIFE ( MENSALISTA) ;MOED-21740 ;1.132,92;2.430,56;114,54;1,0000000;2.430,56;
(B)Mão-de-Obra;Código;Eq. Salarial;Sal/Hora;Encargos(%);Consumo;Custo Horário;
