(A) + (B);Produção da Equipe;[(A) + (B)] / (D);(E) + (F) + (G) + (H);BDI:23,01%;Preço Unitário Total
19,17;17,87;1,0000;17,87;23,08;5,31;
28,39;0,00;1,0000;0,00;16,82;3,87;
20,69;0,00;1,0000;0,00;12,08;2,77;
14,85;0,00;1,0000;0,00;21,95;5,05;
27,00;0,00;1,0000;0,00;15,76;3,62;
19,38;0,00;1,0000;0,00;13,38;3,07;
16,45;0,00;1,0000;0,00;30,54;7,02;
37,56;0,00;1,0000;0,00;17,72;4,07;
21,79;0,00;1,0000;0,00;2,80;0,64;
3,44;0,00;1,0000;0,00;3,88;0,89;
4,77;0,00;1,0000;0,00;9,11;2,09;
11,20;0,00;1,0000;0,00;9,11;2,09;
11,20;0,00;1,0000;0,00;18,49;4,25;
22,74;0,00;1,0000;0,00;9,89;2,27;
12,16;0,00;1,0000;0,00;8,89;2,04;
10,93;0,00;1,0000;0,00;8,89;2,04;
10,93;0,00;1,0000;0,00;34,69;7,98;
42,67;0,00;1,0000;0,00;52,55;12,09;
64,64;0,00;1,0000;0,00;19,55;4,49;
24,04;0,00;1,0000;0,00;27,74;6,38;
34,12;0,00;1,0000;0,00;8,78;2,02;
10,80;0,00;1,0000;0,00;20,75;4,77;
25,52;0,00;1,0000;0,00;23,38;5,37;
28,75;0,00;1,0000;0,00;15,59;3,58;
19,17;0,00;1,0000;0,00;18,65;4,29;
22,94;0,00;1,0000;0,00;15,95;3,67;
19,62;0,00;1,0000;0,00;24,12;5,55;
29,67;0,00;1,0000;0,00;6,89;1,58;
8,47;0,00;1,0000;0,00;19,19;4,41;
23,60;0,00;1,0000;0,00;18,31;4,21;
22,52;0,00;1,0000;0,00;19,32;4,44;
23,76;0,00;1,0000;0,00;6,24;1,43;
7,67;0,00;1,0000;0,00;12,26;2,82;
15,08;0,00;1,0000;0,00;14,39;3,31;
17,70;0,00;1,0000;0,00;16,11;3,70;
19,81;0,00;1,0000;0,00;22,68;5,21;
27,89;0,00;1,0000;0,00;34,06;7,83;
41,89;0,00;1,0000;0,00;31,66;7,28;
38,94;0,00;1,0000;0,00;21,68;4,98;
26,66;0,00;1,0000;0,00;38,49;8,85;
47,34;0,00;1,0000;0,00;71,36;16,41;
87,77;0,00;1,0000;0,00;24,68;5,67;
30,35;0,00;1,0000;0,00;16,01;3,68;
19,69;0,00;1,0000;0,00;19,26;4,43;
23,69;0,00;1,0000;0,00;27,90;6,41;
34,31;0,00;1,0000;0,00;19,84;4,56;
24,40;0,00;1,0000;0,00;28,97;6,66;
35,63;0,00;1,0000;0,00;6,38;1,46;
7,84;0,00;1,0000;0,00;18,69;4,30;
22,99;0,00;1,0000;0,00;24,15;5,55;
29,70;0,00;1,0000;0,00;17,89;4,11;
22,00;0,00;1,0000;0,00;27,90;6,41;
34,31;0,00;1,0000;0,00;19,52;4,49;
24,01;0,00;1,0000;0,00;10,51;2,41;
12,92;0,00;1,0000;0,00;20,38;4,68;
25,06;0,00;1,0000;0,00;13,40;3,08;
16,48;0,00;1,0000;0,00;4,70;1,08;
5,78;0,00;1,0000;0,00;10,51;2,41;
12,92;0,00;1,0000;0,00;11,81;2,71;
14,52;0,00;1,0000;0,00;28,97;6,66;
35,63;0,00;1,0000;0,00;15,36;3,53;
18,89;0,00;1,0000;0,00;215,43;49,57;
265,00;0,00;1,0000;0,00;15,85;3,64;
19,49;0,00;1,0000;0,00;25,04;5,76;
30,80;0,00;1,0000;0,00;90,31;20,78;
111,09;0,00;1,0000;0,00;35,82;8,24;
44,06;0,00;1,0000;0,00;41,74;9,60;
51,34;0,00;1,0000;0,00;40,97;9,42;
50,39;0,00;1,0000;0,00;42,86;9,86;
52,72;0,00;1,0000;0,00;46,03;10,59;
56,62;0,00;1,0000;0,00;45,26;10,41;
55,67;0,00;1,0000;0,00;47,15;10,84;
57,99;0,00;1,0000;0,00;59,45;13,67;
73,12;0,00;1,0000;0,00;41,44;9,53;
50,97;0,00;1,0000;0,00;32,36;7,44;
39,80;0,00;1,0000;0,00;43,71;10,05;
53,76;0,00;1,0000;0,00;42,94;9,88;
52,82;0,00;1,0000;0,00;44,83;10,31;
55,14;0,00;1,0000;0,00;34,77;8,00;
42,77;0,00;1,0000;0,00;47,73;10,98;
58,71;0,00;1,0000;0,00;46,96;10,80;
57,76;0,00;1,0000;0,00;48,85;11,24;
60,09;0,00;1,0000;0,00;37,17;8,55;
45,72;0,00;1,0000;0,00;62,34;14,34;
76,68;0,00;1,0000;0,00;51,36;11,81;
63,17;0,00;1,0000;0,00;73,79;16,97;
90,76;0,00;1,0000;0,00;89,57;20,61;
110,18;0,00;1,0000;0,00;89,57;20,61;
110,18;0,00;1,0000;0,00;74,71;17,19;
91,90;0,00;1,0000;0,00;84,62;19,47;
104,09;0,00;1,0000;0,00;2.391,52;550,28;
2.941,80;0,00;1,0000;0,00;40,96;9,42;
50,38;0,00;1,0000;0,00;64,32;14,80;
79,12;0,00;1,0000;0,00;98,97;22,77;
121,74;0,00;1,0000;0,00;107,20;24,66;
131,86;0,00;1,0000;0,00;77,60;17,85;
95,45;0,00;1,0000;0,00;47,33;10,89;
58,22;0,00;1,0000;0,00;166,66;38,34;
205,00;0,00;1,0000;0,00;65,61;15,09;
80,70;0,00;1,0000;0,00;65,61;15,09;
80,70;0,00;1,0000;0,00;99,66;22,93;
122,59;0,00;1,0000;0,00;97,97;22,54;
120,51;0,00;1,0000;0,00;80,30;18,47;
98,77;0,00;1,0000;0,00;78,61;18,08;
96,69;0,00;1,0000;0,00;90,06;20,72;
110,78;0,00;1,0000;0,00;88,09;20,26;
108,35;0,00;1,0000;0,00;76,13;17,51;
93,64;0,00;1,0000;0,00;221,74;51,02;
272,76;0,00;1,0000;0,00;191,95;44,16;
236,11;0,00;1,0000;0,00;189,49;43,60;
233,09;0,00;1,0000;0,00;184,60;42,47;
227,07;0,00;1,0000;0,00;221,74;51,02;
272,76;0,00;1,0000;0,00;191,95;44,16;
236,11;0,00;1,0000;0,00;193,06;44,42;
237,48;0,00;1,0000;0,00;187,33;43,10;
230,43;0,00;1,0000;0,00;80,54;18,53;
99,07;0,00;1,0000;0,00;103,05;23,71;
126,76;0,00;1,0000;0,00;80,54;18,53;
99,07;0,00;1,0000;0,00;103,05;23,71;
126,76;0,00;1,0000;0,00;5,55;1,27;
6,82;0,00;1,0000;0,00;10,32;2,37;
12,69;0,00;1,0000;0,00;4,64;1,06;
5,70;0,00;1,0000;0,00;8,86;2,03;
10,89;0,00;1,0000;0,00;7,99;1,83;
9,82;0,00;1,0000;0,00;11,49;2,64;
14,13;0,00;1,0000;0,00;3,80;0,87;
4,67;0,00;1,0000;0,00;43,44;9,99;
53,43;0,00;1,0000;0,00;47,13;10,84;
57,97;0,00;1,0000;0,00;45,32;10,42;
55,74;0,00;1,0000;0,00;746,95;171,87;
918,82;0,00;1,0000;0,00;14,60;3,35;
17,95;0,00;1,0000;0,00;14,60;3,35;
17,95;0,00;1,0000;0,00;48,02;11,04;
59,06;0,00;1,0000;0,00;175,50;40,38;
215,88;0,00;1,0000;0,00;209,72;48,25;
257,97;0,00;1,0000;0,00;605,76;139,38;
745,14;0,00;1,0000;0,00;852,64;196,19;
1.048,83;0,00;1,0000;0,00;187,80;43,21;
231,01;0,00;1,0000;0,00;55,44;12,75;
68,19;0,00;1,0000;0,00;66,65;15,33;
81,98;0,00;1,0000;0,00;3,60;0,82;
4,42;0,00;1,0000;0,00;5,19;1,19;
6,38;0,00;1,0000;0,00;6,11;1,40;
7,51;0,00;1,0000;0,00;30,72;7,06;
37,78;0,00;1,0000;0,00;18,54;4,26;
22,80;0,00;1,0000;0,00;18,54;4,26;
22,80;0,00;1,0000;0,00;18,54;4,26;
22,80;0,00;1,0000;0,00;20,50;4,71;
25,21;0,00;1,0000;0,00;20,50;4,71;
25,21;0,00;1,0000;0,00;20,50;4,71;
25,21;0,00;1,0000;0,00;20,35;4,68;
25,03;0,00;1,0000;0,00;20,50;4,71;
25,21;0,00;1,0000;0,00;3,51;0,80;
4,31;0,00;1,0000;0,00;8,49;1,95;
10,44;0,00;1,0000;0,00;3,53;0,81;
4,34;0,00;1,0000;0,00;3,51;0,80;
4,31;0,00;1,0000;0,00;6,44;1,48;
7,92;0,00;1,0000;0,00;6,44;1,48;
7,92;0,00;1,0000;0,00;5,48;1,26;
6,74;0,00;1,0000;0,00;6,44;1,48;
7,92;0,00;1,0000;0,00;51,70;11,89;
63,59;0,00;1,0000;0,00;3,50;0,80;
4,30;0,00;1,0000;0,00;4,10;0,94;
5,04;0,00;1,0000;0,00;4,41;1,01;
5,42;0,00;1,0000;0,00;3,65;0,83;
4,48;0,00;1,0000;0,00;5,53;1,27;
6,80;0,00;1,0000;0,00;5,40;1,24;
6,64;0,00;1,0000;0,00;5,53;1,27;
6,80;0,00;1,0000;0,00;5,77;1,32;
7,09;0,82;1,0000;0,82;0,82;0,18;
1,00;3,35;1,0000;3,35;3,35;0,77;
4,12;2,91;1,0000;2,91;2,91;0,66;
3,57;2,52;1,0000;2,52;2,52;0,57;
3,09;2,08;1,0000;2,08;2,08;0,47;
2,55;1,65;1,0000;1,65;1,65;0,37;
2,02;1,26;1,0000;1,26;1,26;0,28;
1,54;0,09;1,0000;0,09;0,09;0,02;
0,11;0,09;1,0000;0,09;0,09;0,02;
0,11;0,19;1,0000;0,19;0,19;0,04;
0,23;0,14;1,0000;0,14;0,14;0,03;
0,17;0,34;1,0000;0,34;0,34;0,07;
0,41;0,29;1,0000;0,29;0,29;0,06;
0,35;0,24;1,0000;0,24;0,24;0,05;
0,29;0,38;1,0000;0,38;0,38;0,08;
0,46;0,68;1,0000;0,68;0,68;0,15;
0,83;2,04;1,0000;2,04;2,04;0,46;
2,50;1,70;1,0000;1,70;1,70;0,39;
2,09;1,36;1,0000;1,36;1,36;0,31;
1,67;1,02;1,0000;1,02;1,02;0,23;
1,25;2,76;1,0000;2,76;2,76;0,63;
3,39;2,42;1,0000;2,42;2,42;0,55;
2,97;1,02;1,0000;1,02;1,02;0,23;
1,25;4,12;1,0000;4,12;4,12;0,94;
5,06;3,59;1,0000;3,59;3,59;0,82;
4,41;3,10;1,0000;3,10;3,10;0,71;
3,81;2,57;1,0000;2,57;2,57;0,59;
3,16;2,04;1,0000;2,04;2,04;0,46;
2,50;1,55;1,0000;1,55;1,55;0,35;
1,90;578,99;1,0000;578,99;603,70;138,91;
742,61;0,00;1,0000;0,00;15,91;3,66;
19,57;0,00;1,0000;0,00;17,73;4,07;
21,80;0,00;1,0000;0,00;17,73;4,07;
21,80;0,00;1,0000;0,00;9,58;2,20;
11,78;0,00;1,0000;0,00;10,65;2,45;
13,10;0,00;1,0000;0,00;25,57;5,88;
31,45;15,12;1,0000;15,12;18,41;4,23;
22,64;0,00;1,0000;0,00;3.308,66;761,32;
4.069,98;0,00;1,0000;0,00;2.282,33;525,16;
2.807,49;0,00;1,0000;0,00;2.762,53;635,65;
3.398,18;0,00;1,0000;0,00;2.969,02;683,17;
3.652,19;0,00;1,0000;0,00;3.219,06;740,70;
3.959,76;0,00;1,0000;0,00;3.725,82;857,31;
4.583,13;0,00;1,0000;0,00;1.566,63;360,48;
1.927,11;0,00;1,0000;0,00;1.644,87;378,48;
2.023,35;0,00;1,0000;0,00;1.709,22;393,29;
2.102,51;0,00;1,0000;0,00;1.922,08;442,27;
2.364,35;0,00;1,0000;0,00;2.095,67;482,21;
2.577,88;0,00;1,0000;0,00;2.838,34;653,10;
3.491,44;0,00;1,0000;0,00;3.090,00;711,00;
3.801,00;0,00;1,0000;0,00;3.335,23;767,43;
4.102,66;0,00;1,0000;0,00;3.606,92;829,95;
4.436,87;0,00;1,0000;0,00;4.178,71;961,52;
5.140,23;0,00;1,0000;0,00;1.915,21;440,68;
2.355,89;0,00;1,0000;0,00;2.082,17;479,10;
2.561,27;0,00;1,0000;0,00;2.167,40;498,71;
2.666,11;0,00;1,0000;0,00;2.242,42;515,98;
2.758,40;0,00;1,0000;0,00;2.547,43;586,16;
3.133,59;0,00;1,0000;0,00;3.247,30;747,20;
3.994,50;0,00;1,0000;0,00;3.518,97;809,71;
4.328,68;0,00;1,0000;0,00;3.784,20;870,74;
4.654,94;0,00;1,0000;0,00;4.075,90;937,86;
5.013,76;0,00;1,0000;0,00;4.687,68;1.078,63;
5.766,31;0,00;1,0000;0,00;2.353,45;541,52;
2.894,97;0,00;1,0000;0,00;2.443,30;562,20;
3.005,50;0,00;1,0000;0,00;2.528,52;581,81;
3.110,33;0,00;1,0000;0,00;2.720,14;625,90;
3.346,04;0,00;1,0000;0,00;2.936,40;675,66;
3.612,06;0,00;1,0000;0,00;14,50;3,33;
17,83;0,00;1,0000;0,00;111,80;25,72;
137,52;0,00;1,0000;0,00;116,30;26,76;
143,06;0,00;1,0000;0,00;138,93;31,96;
170,89;0,00;1,0000;0,00;285,65;65,72;
351,37;0,00;1,0000;0,00;198,00;45,55;
243,55;0,00;1,0000;0,00;284,80;65,53;
350,33;0,00;1,0000;0,00;284,80;65,53;
350,33;0,00;1,0000;0,00;199,04;45,79;
244,83;0,00;1,0000;0,00;108,26;24,91;
133,17;0,00;1,0000;0,00;320,57;73,76;
394,33;0,00;1,0000;0,00;249,77;57,47;
307,24;0,00;1,0000;0,00;149,24;34,34;
183,58;0,00;1,0000;0,00;192,18;44,22;
236,40;0,00;1,0000;0,00;121,38;27,92;
149,30;0,00;1,0000;0,00;347,79;80,02;
427,81;0,00;1,0000;0,00;351,25;80,82;
432,07;0,00;1,0000;0,00;252,73;58,15;
310,88;0,00;1,0000;0,00;323,76;74,49;
398,25;0,00;1,0000;0,00;354,39;81,54;
435,93;0,00;1,0000;0,00;385,02;88,59;
473,61;0,00;1,0000;0,00;485,88;111,80;
597,68;0,00;1,0000;0,00;415,65;95,64;
511,29;0,00;1,0000;0,00;848,09;195,14;
1.043,23;0,00;1,0000;0,00;1.089,23;250,63;
1.339,86;0,00;1,0000;0,00;2.279,94;524,61;
2.804,55;0,00;1,0000;0,00;915,22;210,59;
1.125,81;0,00;1,0000;0,00;265,22;61,02;
326,24;0,00;1,0000;0,00;595,22;136,96;
732,18;0,00;1,0000;0,00;765,22;176,07;
941,29;0,00;1,0000;0,00;580,88;133,66;
714,54;0,00;1,0000;0,00;588,54;135,42;
723,96;0,00;1,0000;0,00;588,54;135,42;
723,96;0,00;1,0000;0,00;640,23;147,31;
787,54;0,00;1,0000;0,00;565,22;130,05;
695,27;0,00;1,0000;0,00;565,22;130,05;
695,27;0,00;1,0000;0,00;3.478,76;800,46;
4.279,22;0,00;1,0000;0,00;3.649,26;839,69;
4.488,95;0,00;1,0000;0,00;3.819,76;878,92;
4.698,68;0,00;1,0000;0,00;412,29;94,86;
507,15;0,00;1,0000;0,00;335,84;77,27;
413,11;0,00;1,0000;0,00;451,93;103,98;
555,91;0,00;1,0000;0,00;375,48;86,39;
461,87;0,00;1,0000;0,00;375,48;86,39;
461,87;0,00;1,0000;0,00;381,44;87,76;
469,20;0,00;1,0000;0,00;304,55;70,07;
374,62;0,00;1,0000;0,00;265,44;61,07;
326,51;0,00;1,0000;0,00;300,63;69,17;
369,80;0,00;1,0000;0,00;724,88;166,79;
891,67;0,00;1,0000;0,00;732,54;168,55;
901,09;0,00;1,0000;0,00;732,54;168,55;
901,09;0,00;1,0000;0,00;649,13;149,36;
798,49;0,00;1,0000;0,00;529,94;121,93;
651,87;0,00;1,0000;0,00;290,61;66,86;
357,47;0,00;1,0000;0,00;365,22;84,03;
449,25;0,00;1,0000;0,00;427,19;98,29;
525,48;0,00;1,0000;0,00;488,22;112,33;
600,55;0,00;1,0000;0,00;250,61;57,66;
308,27;0,00;1,0000;0,00;290,61;66,86;
357,47;0,00;1,0000;0,00;610,28;140,42;
750,70;0,00;1,0000;0,00;271,97;62,58;
334,55;0,00;1,0000;0,00;251,97;57,97;
309,94;0,00;1,0000;0,00;291,97;67,18;
359,15;0,00;1,0000;0,00;327,47;75,35;
402,82;0,00;1,0000;0,00;351,97;80,98;
432,95;0,00;1,0000;0,00;361,97;83,28;
445,25;0,00;1,0000;0,00;1.666,52;383,46;
2.049,98;0,00;1,0000;0,00;175,61;40,40;
216,01;0,00;1,0000;0,00;168,43;38,75;
207,18;0,00;1,0000;0,00;181,10;41,67;
222,77;0,00;1,0000;0,00;224,25;51,59;
275,84;0,00;1,0000;0,00;176,40;40,58;
216,98;0,00;1,0000;0,00;216,03;49,70;
265,73;0,00;1,0000;0,00;215,35;49,55;
264,90;0,00;1,0000;0,00;210,02;48,32;
258,34;0,00;1,0000;0,00;163,73;37,67;
201,40;0,00;1,0000;0,00;165,63;38,11;
203,74;0,00;1,0000;0,00;257,33;59,21;
316,54;0,00;1,0000;0,00;252,00;57,98;
309,98;0,00;1,0000;0,00;55,04;12,66;
67,70;0,00;1,0000;0,00;8,60;1,97;
10,57;0,00;1,0000;0,00;4,53;1,04;
5,57;0,00;1,0000;0,00;5,07;1,16;
6,23;0,00;1,0000;0,00;6,44;1,48;
7,92;0,00;1,0000;0,00;16,81;3,86;
20,67;0,00;1,0000;0,00;99,14;22,81;
121,95;0,00;1,0000;0,00;99,14;22,81;
121,95;0,00;1,0000;0,00;906,55;208,59;
1.115,14;549,64;1,0000;549,64;586,40;134,93;
721,33;966,86;1,0000;966,86;999,19;229,91;
1.229,10;757,07;1,0000;757,07;795,73;183,09;
978,82;1.031,89;1,0000;1.031,89;1.064,22;244,87;
1.309,09;1.103,06;1,0000;1.103,06;1.141,72;262,70;
1.404,42;1.158,36;1,0000;1.158,36;1.190,69;273,97;
1.464,66;757,07;1,0000;757,07;795,73;183,09;
978,82;743,97;1,0000;743,97;776,30;178,62;
954,92;885,90;1,0000;885,90;921,26;211,98;
1.133,24;1.361,41;1,0000;1.361,41;1.393,74;320,69;
1.714,43;905,42;1,0000;905,42;937,75;215,77;
1.153,52;769,76;1,0000;769,76;802,09;184,56;
986,65;1.002,57;1,0000;1.002,57;1.034,90;238,13;
1.273,03;566,27;1,0000;566,27;598,60;137,73;
736,33;1.044,58;1,0000;1.044,58;1.076,91;247,79;
1.324,70;905,42;1,0000;905,42;937,75;215,77;
1.153,52;966,86;1,0000;966,86;999,19;229,91;
1.229,10;947,43;1,0000;947,43;979,76;225,44;
1.205,20;996,18;1,0000;996,18;1.028,51;236,66;
1.265,17;857,86;1,0000;857,86;890,19;204,83;
1.095,02;743,97;1,0000;743,97;776,30;178,62;
954,92;769,76;1,0000;769,76;802,09;184,56;
986,65;659,92;1,0000;659,92;692,25;159,28;
851,53;321,53;1,0000;321,53;355,26;81,74;
437,00;414,01;1,0000;414,01;446,34;102,70;
549,04;0,00;1,0000;0,00;412,69;94,95;
507,64;0,00;1,0000;0,00;6,86;1,57;
8,43;0,00;1,0000;0,00;4,33;0,99;
5,32;0,00;1,0000;0,00;19,53;4,49;
24,02;0,00;1,0000;0,00;22,06;5,07;
27,13;0,00;1,0000;0,00;24,58;5,65;
30,23;0,00;1,0000;0,00;27,10;6,23;
33,33;0,00;1,0000;0,00;18,40;4,23;
22,63;0,00;1,0000;0,00;20,54;4,72;
25,26;0,00;1,0000;0,00;22,68;5,21;
27,89;0,00;1,0000;0,00;24,83;5,71;
30,54;0,00;1,0000;0,00;65,67;15,11;
80,78;0,00;1,0000;0,00;240,61;55,36;
295,97;0,00;1,0000;0,00;488,68;112,44;
601,12;0,00;1,0000;0,00;131,52;30,26;
161,78;0,00;1,0000;0,00;740,84;170,46;
911,30;0,00;1,0000;0,00;640,84;147,45;
788,29;0,00;1,0000;0,00;540,84;124,44;
665,28;0,00;1,0000;0,00;640,84;147,45;
788,29;0,00;1,0000;0,00;540,84;124,44;
665,28;0,00;1,0000;0,00;540,84;124,44;
665,28;0,00;1,0000;0,00;218,14;50,19;
268,33;0,00;1,0000;0,00;226,31;52,07;
278,38;0,00;1,0000;0,00;229,84;52,88;
282,72;0,00;1,0000;0,00;274,05;63,05;
337,10;0,00;1,0000;0,00;277,25;63,79;
341,04;0,00;1,0000;0,00;280,32;64,50;
344,82;0,00;1,0000;0,00;201,80;46,43;
248,23;0,00;1,0000;0,00;176,02;40,50;
216,52;0,00;1,0000;0,00;172,92;39,78;
212,70;0,00;1,0000;0,00;241,26;55,51;
296,77;0,00;1,0000;0,00;325,30;74,85;
400,15;0,00;1,0000;0,00;420,89;96,84;
517,73;0,00;1,0000;0,00;719,45;165,54;
884,99;0,00;1,0000;0,00;965,43;222,14;
1.187,57;0,00;1,0000;0,00;133,78;30,78;
164,56;0,00;1,0000;0,00;446,91;102,83;
549,74;0,00;1,0000;0,00;296,77;68,28;
365,05;0,00;1,0000;0,00;2.182,53;502,20;
2.684,73;0,00;1,0000;0,00;1.561,69;359,34;
1.921,03;0,00;1,0000;0,00;1.161,69;267,30;
1.428,99;0,00;1,0000;0,00;1.761,69;405,36;
2.167,05;0,00;1,0000;0,00;1.161,69;267,30;
1.428,99;0,00;1,0000;0,00;26,05;5,99;
32,04;0,00;1,0000;0,00;26,05;5,99;
32,04;0,00;1,0000;0,00;20,76;4,77;
25,53;0,00;1,0000;0,00;36,15;8,31;
44,46;0,00;1,0000;0,00;29,27;6,73;
36,00;0,00;1,0000;0,00;34,47;7,93;
42,40;0,00;1,0000;0,00;21,65;4,98;
26,63;0,00;1,0000;0,00;21,65;4,98;
26,63;0,00;1,0000;0,00;47,34;10,89;
58,23;0,00;1,0000;0,00;19,88;4,57;
24,45;0,00;1,0000;0,00;22,04;5,07;
27,11;0,00;1,0000;0,00;323,09;74,34;
397,43;0,00;1,0000;0,00;2,79;0,64;
3,43;0,00;1,0000;0,00;4,35;1,00;
5,35;0,00;1,0000;0,00;5,60;1,28;
6,88;0,00;1,0000;0,00;7,83;1,80;
9,63;0,00;1,0000;0,00;8,52;1,96;
10,48;0,00;1,0000;0,00;10,89;2,50;
13,39;21,92;1,0000;21,92;25,95;5,97;
31,92;4,56;70,4000;0,06;4,79;1,10;
5,89;0,00;1,0000;0,00;1,25;0,28;
1,53;13,02;1,0000;13,02;16,13;3,71;
19,84;0,00;1,0000;0,00;33,41;7,68;
41,09;0,00;1,0000;0,00;53,41;12,28;
65,69;0,00;1,0000;0,00;30,08;6,92;
37,00;0,00;1,0000;0,00;32,47;7,47;
39,94;0,00;1,0000;0,00;36,81;8,46;
45,27;0,00;1,0000;0,00;34,69;7,98;
42,67;0,00;1,0000;0,00;28,47;6,55;
35,02;0,00;1,0000;0,00;26,88;6,18;
33,06;0,00;1,0000;0,00;41,07;9,45;
50,52;0,00;1,0000;0,00;26,88;6,18;
33,06;0,00;1,0000;0,00;24,09;5,54;
29,63;0,00;1,0000;0,00;24,09;5,54;
29,63;0,00;1,0000;0,00;22,80;5,24;
28,04;0,00;1,0000;0,00;25,91;5,96;
31,87;0,00;1,0000;0,00;31,39;7,22;
38,61;0,00;1,0000;0,00;23,92;5,50;
29,42;0,00;1,0000;0,00;8,04;1,85;
9,89;0,00;1,0000;0,00;495,00;113,89;
608,89;0,00;1,0000;0,00;495,00;113,89;
608,89;0,00;1,0000;0,00;994,50;228,83;
1.223,33;0,00;1,0000;0,00;10,21;2,34;
12,55;0,00;1,0000;0,00;16,57;3,81;
20,38;0,00;1,0000;0,00;40,75;9,37;
50,12;0,00;1,0000;0,00;17,83;4,10;
21,93;0,00;1,0000;0,00;20,80;4,78;
25,58;0,00;1,0000;0,00;28,50;6,55;
35,05;0,00;1,0000;0,00;35,53;8,17;
43,70;0,00;1,0000;0,00;36,89;8,48;
45,37;0,00;1,0000;0,00;60,67;13,96;
74,63;0,00;1,0000;0,00;49,75;11,44;
61,19;0,00;1,0000;0,00;69,06;15,89;
84,95;0,00;1,0000;0,00;62,48;14,37;
76,85;0,00;1,0000;0,00;116,16;26,72;
142,88;0,00;1,0000;0,00;90,66;20,86;
111,52;0,00;1,0000;0,00;104,97;24,15;
129,12;0,00;1,0000;0,00;78,49;18,06;
96,55;0,00;1,0000;0,00;52,24;12,02;
64,26;0,00;1,0000;0,00;47,09;10,83;
57,92;0,00;1,0000;0,00;56,76;13,06;
69,82;0,00;1,0000;0,00;50,92;11,71;
62,63;0,00;1,0000;0,00;40,34;9,28;
49,62;0,00;1,0000;0,00;60,65;13,95;
74,60;0,00;1,0000;0,00;48,23;11,09;
59,32;0,00;1,0000;0,00;28,52;6,56;
35,08;0,00;1,0000;0,00;75,33;17,33;
92,66;0,00;1,0000;0,00;135,70;31,22;
166,92;0,00;1,0000;0,00;227,01;52,23;
279,24;0,00;1,0000;0,00;29,27;6,73;
36,00;0,00;1,0000;0,00;367,09;84,46;
451,55;0,00;1,0000;0,00;38,43;8,84;
47,27;0,00;1,0000;0,00;81,57;18,76;
100,33;0,00;1,0000;0,00;75,13;17,28;
92,41;0,00;1,0000;0,00;53,26;12,25;
65,51;0,00;1,0000;0,00;47,96;11,03;
58,99;0,00;1,0000;0,00;54,50;12,54;
67,04;0,00;1,0000;0,00;49,02;11,27;
60,29;0,00;1,0000;0,00;156,62;36,03;
192,65;0,00;1,0000;0,00;132,71;30,53;
163,24;0,00;1,0000;0,00;235,19;54,11;
289,30;0,00;1,0000;0,00;518,41;119,28;
637,69;0,00;1,0000;0,00;69,23;15,92;
85,15;0,00;1,0000;0,00;21,99;5,05;
27,04;0,00;1,0000;0,00;46,48;10,69;
57,17;0,00;1,0000;0,00;60,88;14,00;
74,88;0,00;1,0000;0,00;2,72;0,62;
3,34;0,00;1,0000;0,00;1,23;0,28;
1,51;0,00;1,0000;0,00;7,60;1,74;
9,34;11,69;1,0000;11,69;15,71;3,61;
19,32;0,00;1,0000;0,00;33,82;7,78;
41,60;0,00;1,0000;0,00;37,75;8,68;
46,43;0,00;1,0000;0,00;7,92;1,82;
9,74;0,00;1,0000;0,00;10,74;2,47;
13,21;0,00;1,0000;0,00;2,63;0,60;
3,23;0,00;1,0000;0,00;41,57;9,56;
51,13;0,00;1,0000;0,00;7,16;1,64;
8,80;0,00;1,0000;0,00;14,32;3,29;
17,61;0,00;1,0000;0,00;2,19;0,50;
2,69;0,00;1,0000;0,00;2,19;0,50;
2,69;0,00;1,0000;0,00;4,47;1,02;
5,49;0,00;1,0000;0,00;13,00;2,99;
15,99;0,00;1,0000;0,00;7,16;1,64;
8,80;0,00;1,0000;0,00;36,81;8,46;
45,27;0,00;1,0000;0,00;38,01;8,74;
46,75;0,00;1,0000;0,00;59,69;13,73;
73,42;0,00;1,0000;0,00;15,20;3,49;
18,69;0,00;1,0000;0,00;9,49;2,18;
11,67;0,00;1,0000;0,00;12,53;2,88;
15,41;0,00;1,0000;0,00;22,39;5,15;
27,54;0,00;1,0000;0,00;8,95;2,05;
11,00;0,00;1,0000;0,00;13,90;3,19;
17,09;0,00;1,0000;0,00;14,58;3,35;
17,93;0,00;1,0000;0,00;95,02;21,86;
116,88;0,00;1,0000;0,00;74,62;17,17;
91,79;0,00;1,0000;0,00;10,74;2,47;
13,21;0,00;1,0000;0,00;15,22;3,50;
18,72;0,00;1,0000;0,00;22,92;5,27;
28,19;0,00;1,0000;0,00;5,00;1,15;
6,15;0,00;1,0000;0,00;10,74;2,47;
13,21;0,00;1,0000;0,00;17,91;4,12;
22,03;0,00;1,0000;0,00;5,84;1,34;
7,18;0,00;1,0000;0,00;9,85;2,26;
12,11;0,00;1,0000;0,00;11,64;2,67;
14,31;0,00;1,0000;0,00;10,74;2,47;
13,21;0,00;1,0000;0,00;21,84;5,02;
26,86;0,00;1,0000;0,00;45,60;10,49;
56,09;0,00;1,0000;0,00;30,66;7,05;
37,71;0,00;1,0000;0,00;26.090,01;6.003,31;
32.093,32;0,00;1,0000;0,00;6,28;1,44;
7,72;0,00;1,0000;0,00;6,75;1,55;
8,30;0,00;1,0000;0,00;13,22;3,04;
16,26;0,00;1,0000;0,00;13,22;3,04;
